Sucursal,Cajero,ID_Transaccion,Transaccion,Tiempo_Servicio_seg,Satisfaccion,Monto
62,4820,2,Cobro/Pago (Cta externa),66,Regular,397
62,4820,2,Cobro/Pago (Cta externa),66,Muy Bueno,985
62,4820,2,Cobro/Pago (Cta externa),67,Muy Malo,42
62,4820,2,Cobro/Pago (Cta externa),68,Bueno,504
62,4820,2,Cobro/Pago (Cta externa),68,Muy Malo,138
62,4820,2,Cobro/Pago (Cta externa),69,Muy Bueno,538
62,4820,2,Cobro/Pago (Cta externa),70,Muy Bueno,849
62,4820,2,Cobro/Pago (Cta externa),70,Malo,709
62,4820,2,Cobro/Pago (Cta externa),71,Malo,323
62,4820,2,Cobro/Pago (Cta externa),73,Bueno,472
62,4820,2,Cobro/Pago (Cta externa),73,Bueno,734
62,4820,2,Cobro/Pago (Cta externa),73,Bueno,56
62,4820,2,Cobro/Pago (Cta externa),74,Bueno,418
62,4820,2,Cobro/Pago (Cta externa),76,Regular,279
62,4820,2,Cobro/Pago (Cta externa),80,Malo,413
62,4820,2,Cobro/Pago (Cta externa),80,Muy Malo,387
62,4820,2,Cobro/Pago (Cta externa),84,Regular,315
62,4820,2,Cobro/Pago (Cta externa),84,Muy Malo,438
62,4820,2,Cobro/Pago (Cta externa),88,Muy Malo,585
62,4820,2,Cobro/Pago (Cta externa),95,Malo,792
62,4820,2,Cobro/Pago (Cta externa),107,Muy Bueno,406
62,4820,3,Deposito,46,Muy Bueno,715
62,4820,3,Deposito,46,Bueno,450
62,4820,3,Deposito,46,Bueno,796
62,4820,3,Deposito,46,Bueno,691
62,4820,3,Deposito,46,Bueno,106
62,4820,3,Deposito,47,Bueno,103
62,4820,3,Deposito,47,Muy Bueno,340
62,4820,3,Deposito,47,Malo,933
62,4820,3,Deposito,48,Muy Bueno,578
62,4820,3,Deposito,48,Regular,411
62,4820,3,Deposito,48,Muy Malo,954
62,4820,3,Deposito,48,Bueno,322
62,4820,3,Deposito,48,Muy Malo,612
62,4820,3,Deposito,48,Muy Bueno,723
62,4820,3,Deposito,48,Regular,594
62,4820,3,Deposito,48,Muy Malo,344
62,4820,3,Deposito,48,Bueno,841
62,4820,3,Deposito,48,Muy Bueno,98
62,4820,3,Deposito,48,Muy Bueno,29
62,4820,3,Deposito,49,Regular,165
62,4820,3,Deposito,49,Malo,776
62,4820,3,Deposito,49,Muy Bueno,120
62,4820,3,Deposito,49,Regular,49
62,4820,3,Deposito,49,Malo,516
62,4820,3,Deposito,49,Malo,594
62,4820,3,Deposito,49,Muy Bueno,187
62,4820,3,Deposito,49,Bueno,964
62,4820,3,Deposito,49,Muy Bueno,760
62,4820,3,Deposito,49,Bueno,34
62,4820,3,Deposito,49,Malo,780
62,4820,3,Deposito,50,Regular,550
62,4820,3,Deposito,50,Bueno,424
62,4820,3,Deposito,50,Muy Bueno,960
62,4820,3,Deposito,50,Muy Bueno,584
62,4820,3,Deposito,50,Bueno,82
62,4820,3,Deposito,50,Malo,428
62,4820,3,Deposito,50,Muy Bueno,88
62,4820,3,Deposito,50,Malo,692
62,4820,3,Deposito,50,Muy Bueno,761
62,4820,3,Deposito,50,Bueno,830
62,4820,3,Deposito,50,Muy Malo,666
62,4820,3,Deposito,50,Muy Malo,749
62,4820,3,Deposito,50,Muy Bueno,176
62,4820,3,Deposito,50,Regular,582
62,4820,3,Deposito,50,Regular,355
62,4820,3,Deposito,50,Muy Bueno,196
62,4820,3,Deposito,50,Muy Bueno,160
62,4820,3,Deposito,50,Muy Malo,164
62,4820,3,Deposito,51,Bueno,261
62,4820,3,Deposito,51,Malo,719
62,4820,3,Deposito,51,Regular,94
62,4820,3,Deposito,51,Muy Malo,265
62,4820,3,Deposito,51,Malo,810
62,4820,3,Deposito,51,Muy Bueno,981
62,4820,3,Deposito,51,Muy Bueno,521
62,4820,3,Deposito,51,Muy Malo,972
62,4820,3,Deposito,51,Muy Bueno,1000
62,4820,3,Deposito,51,Bueno,505
62,4820,3,Deposito,51,Muy Bueno,118
62,4820,3,Deposito,51,Bueno,875
62,4820,3,Deposito,51,Malo,285
62,4820,3,Deposito,51,Bueno,582
62,4820,3,Deposito,51,Muy Bueno,71
62,4820,3,Deposito,51,Regular,532
62,4820,3,Deposito,51,Malo,775
62,4820,3,Deposito,51,Malo,873
62,4820,3,Deposito,51,Bueno,955
62,4820,3,Deposito,51,Bueno,98
62,4820,3,Deposito,51,Muy Bueno,575
62,4820,3,Deposito,51,Muy Bueno,340
62,4820,3,Deposito,52,Regular,931
62,4820,3,Deposito,52,Muy Malo,926
62,4820,3,Deposito,52,Malo,347
62,4820,3,Deposito,52,Regular,652
62,4820,3,Deposito,52,Bueno,884
62,4820,3,Deposito,52,Malo,721
62,4820,3,Deposito,52,Malo,157
62,4820,3,Deposito,52,Bueno,535
62,4820,3,Deposito,52,Malo,47
62,4820,3,Deposito,52,Muy Malo,379
62,4820,3,Deposito,52,Malo,605
62,4820,3,Deposito,52,Muy Bueno,659
62,4820,3,Deposito,52,Bueno,971
62,4820,3,Deposito,52,Muy Malo,927
62,4820,3,Deposito,52,Muy Bueno,726
62,4820,3,Deposito,52,Regular,44
62,4820,3,Deposito,52,Bueno,176
62,4820,3,Deposito,52,Muy Bueno,950
62,4820,3,Deposito,52,Malo,521
62,4820,3,Deposito,52,Muy Malo,181
62,4820,3,Deposito,52,Bueno,537
62,4820,3,Deposito,52,Bueno,116
62,4820,3,Deposito,52,Muy Bueno,950
62,4820,3,Deposito,52,Malo,903
62,4820,3,Deposito,52,Bueno,737
62,4820,3,Deposito,52,Bueno,470
62,4820,3,Deposito,52,Bueno,722
62,4820,3,Deposito,52,Regular,655
62,4820,3,Deposito,52,Regular,479
62,4820,3,Deposito,52,Bueno,69
62,4820,3,Deposito,52,Bueno,764
62,4820,3,Deposito,52,Muy Bueno,776
62,4820,3,Deposito,52,Bueno,655
62,4820,3,Deposito,52,Bueno,366
62,4820,3,Deposito,52,Malo,67
62,4820,3,Deposito,52,Regular,918
62,4820,3,Deposito,53,Regular,953
62,4820,3,Deposito,53,Muy Bueno,434
62,4820,3,Deposito,53,Regular,369
62,4820,3,Deposito,53,Malo,968
62,4820,3,Deposito,53,Muy Bueno,646
62,4820,3,Deposito,53,Malo,6840
62,4820,3,Deposito,53,Regular,4320
62,4820,3,Deposito,53,Bueno,5988
62,4820,3,Deposito,53,Regular,936
62,4820,3,Deposito,53,Bueno,4510
62,4820,3,Deposito,53,Bueno,1960
62,4820,3,Deposito,53,Muy Bueno,5506
62,4820,3,Deposito,53,Muy Bueno,3362
62,4820,3,Deposito,53,Muy Bueno,903
62,4820,3,Deposito,53,Malo,1346
62,4820,3,Deposito,53,Bueno,5177
62,4820,3,Deposito,53,Muy Bueno,4509
62,4820,3,Deposito,53,Muy Bueno,471
62,4820,3,Deposito,53,Malo,6580
62,4820,3,Deposito,53,Malo,1203
62,4820,3,Deposito,53,Malo,5598
62,4820,3,Deposito,53,Bueno,1293
62,4820,3,Deposito,53,Bueno,1996
62,4820,3,Deposito,53,Regular,2383
62,4820,3,Deposito,54,Bueno,583
62,4820,3,Deposito,54,Bueno,6524
62,4820,3,Deposito,54,Malo,5865
62,4820,3,Deposito,54,Malo,3402
62,4820,3,Deposito,54,Muy Bueno,6926
62,4820,3,Deposito,54,Muy Bueno,4347
62,4820,3,Deposito,54,Bueno,1778
62,4820,3,Deposito,54,Malo,4240
62,4820,3,Deposito,54,Muy Bueno,779
62,4820,3,Deposito,54,Malo,4053
62,4820,3,Deposito,54,Bueno,2956
62,4820,3,Deposito,54,Bueno,1260
62,4820,3,Deposito,54,Malo,2234
62,4820,3,Deposito,54,Bueno,3909
62,4820,3,Deposito,54,Regular,531
62,4820,3,Deposito,54,Muy Bueno,6280
62,4820,3,Deposito,54,Muy Malo,850
62,4820,3,Deposito,54,Muy Bueno,5946
62,4820,3,Deposito,54,Muy Bueno,5859
62,4820,3,Deposito,54,Malo,6641
62,4820,3,Deposito,54,Bueno,3290
62,4820,3,Deposito,54,Malo,146
62,4820,3,Deposito,54,Malo,697
62,4820,3,Deposito,54,Bueno,3532
62,4820,3,Deposito,54,Muy Bueno,483
62,4820,3,Deposito,54,Bueno,5232
62,4820,3,Deposito,54,Bueno,5617
62,4820,3,Deposito,54,Malo,3062
62,4820,3,Deposito,54,Bueno,467
62,4820,3,Deposito,54,Muy Bueno,5825
62,4820,3,Deposito,54,Regular,3219
62,4820,3,Deposito,54,Malo,834
62,4820,3,Deposito,54,Muy Malo,3365
62,4820,3,Deposito,54,Bueno,576
62,4820,3,Deposito,54,Muy Malo,6063
62,4820,3,Deposito,54,Regular,4162
62,4820,3,Deposito,54,Malo,3819
62,4820,3,Deposito,54,Bueno,210
62,4820,3,Deposito,55,Malo,5453
62,4820,3,Deposito,55,Regular,4204
62,4820,3,Deposito,55,Muy Bueno,145
62,4820,3,Deposito,55,Regular,2138
62,4820,3,Deposito,55,Muy Bueno,5623
62,4820,3,Deposito,55,Regular,3908
62,4820,3,Deposito,55,Muy Malo,1330
62,4820,3,Deposito,55,Bueno,2082
62,4820,3,Deposito,55,Bueno,2864
62,4820,3,Deposito,55,Muy Malo,2816
62,4820,3,Deposito,55,Malo,1038
62,4820,3,Deposito,55,Bueno,2685
62,4820,3,Deposito,55,Bueno,2087
62,4820,3,Deposito,55,Malo,5671
62,4820,3,Deposito,55,Malo,3280
62,4820,3,Deposito,55,Bueno,6862
62,4820,3,Deposito,55,Bueno,5115
62,4820,3,Deposito,55,Regular,5016
62,4820,3,Deposito,55,Bueno,4734
62,4820,3,Deposito,55,Malo,5802
62,4820,3,Deposito,55,Malo,4048
62,4820,3,Deposito,55,Regular,6156
62,4820,3,Deposito,55,Regular,5981
62,4820,3,Deposito,55,Muy Bueno,1858
62,4820,3,Deposito,55,Bueno,3232
62,4820,3,Deposito,55,Bueno,4037
62,4820,3,Deposito,55,Malo,1119
62,4820,3,Deposito,55,Muy Bueno,5905
62,4820,3,Deposito,55,Regular,4506
62,4820,3,Deposito,55,Malo,42
62,4820,3,Deposito,55,Bueno,5449
62,4820,3,Deposito,55,Malo,1700
62,4820,3,Deposito,55,Muy Malo,934
62,4820,3,Deposito,55,Muy Malo,4945
62,4820,3,Deposito,55,Regular,257
62,4820,3,Deposito,55,Muy Bueno,4203
62,4820,3,Deposito,56,Malo,4384
62,4820,3,Deposito,56,Malo,1461
62,4820,3,Deposito,56,Regular,2285
62,4820,3,Deposito,56,Muy Malo,826
62,4820,3,Deposito,56,Regular,6124
62,4820,3,Deposito,56,Bueno,4958
62,4820,3,Deposito,56,Malo,799
62,4820,3,Deposito,56,Regular,6916
62,4820,3,Deposito,56,Muy Malo,876
62,4820,3,Deposito,56,Bueno,4504
62,4820,3,Deposito,56,Muy Bueno,6231
62,4820,3,Deposito,56,Bueno,2364
62,4820,3,Deposito,56,Muy Malo,3737
62,4820,3,Deposito,56,Muy Bueno,199
62,4820,3,Deposito,56,Bueno,1217
62,4820,3,Deposito,56,Malo,1256
62,4820,3,Deposito,56,Bueno,4517
62,4820,3,Deposito,56,Bueno,1364
62,4820,3,Deposito,56,Malo,3723
62,4820,3,Deposito,56,Regular,5341
62,4820,3,Deposito,56,Bueno,182
62,4820,3,Deposito,56,Muy Malo,4671
62,4820,3,Deposito,56,Malo,5731
62,4820,3,Deposito,56,Regular,536
62,4820,3,Deposito,56,Regular,5797
62,4820,3,Deposito,57,Bueno,58
62,4820,3,Deposito,57,Regular,4407
62,4820,3,Deposito,57,Regular,4783
62,4820,3,Deposito,57,Bueno,1826
62,4820,3,Deposito,57,Muy Bueno,3274
62,4820,3,Deposito,57,Muy Malo,6823
62,4820,3,Deposito,57,Muy Bueno,3505
62,4820,3,Deposito,57,Muy Malo,4990
62,4820,3,Deposito,57,Muy Bueno,1573
62,4820,3,Deposito,57,Muy Bueno,1758
62,4820,3,Deposito,57,Malo,3966
62,4820,3,Deposito,57,Malo,1059
62,4820,3,Deposito,57,Malo,3518
62,4820,3,Deposito,57,Muy Bueno,2229
62,4820,3,Deposito,57,Regular,1574
62,4820,3,Deposito,57,Bueno,6145
62,4820,3,Deposito,57,Bueno,1173
62,4820,3,Deposito,57,Bueno,3630
62,4820,3,Deposito,57,Malo,1355
62,4820,3,Deposito,57,Muy Malo,3317
62,4820,3,Deposito,57,Muy Bueno,5632
62,4820,3,Deposito,57,Malo,5130
62,4820,3,Deposito,57,Malo,5146
62,4820,3,Deposito,57,Muy Bueno,6858
62,4820,3,Deposito,57,Malo,2128
62,4820,3,Deposito,57,Bueno,3277
62,4820,3,Deposito,57,Muy Bueno,3472
62,4820,3,Deposito,57,Muy Bueno,4891
62,4820,3,Deposito,57,Muy Bueno,60
62,4820,3,Deposito,57,Bueno,749
62,4820,3,Deposito,57,Regular,731
62,4820,3,Deposito,58,Regular,3799
62,4820,3,Deposito,58,Malo,5758
62,4820,3,Deposito,58,Malo,2709
62,4820,3,Deposito,58,Malo,3343
62,4820,3,Deposito,58,Regular,4762
62,4820,3,Deposito,58,Regular,6260
62,4820,3,Deposito,58,Bueno,5757
62,4820,3,Deposito,58,Regular,1499
62,4820,3,Deposito,58,Muy Malo,939
62,4820,3,Deposito,58,Regular,2167
62,4820,3,Deposito,58,Malo,558
62,4820,3,Deposito,58,Regular,705
62,4820,3,Deposito,58,Muy Bueno,1126
62,4820,3,Deposito,58,Muy Bueno,63
62,4820,3,Deposito,58,Regular,2458
62,4820,3,Deposito,58,Muy Bueno,1206
62,4820,3,Deposito,58,Muy Bueno,710
62,4820,3,Deposito,58,Malo,2724
62,4820,3,Deposito,58,Bueno,91
62,4820,3,Deposito,58,Malo,1624
62,4820,3,Deposito,58,Muy Malo,795
62,4820,3,Deposito,58,Bueno,2236
62,4820,3,Deposito,58,Regular,752
62,4820,3,Deposito,58,Muy Malo,3584
62,4820,3,Deposito,58,Malo,510
62,4820,3,Deposito,58,Malo,1177
62,4820,3,Deposito,58,Malo,1989
62,4820,3,Deposito,58,Malo,206
62,4820,3,Deposito,59,Regular,2125
62,4820,3,Deposito,59,Bueno,1110
62,4820,3,Deposito,59,Regular,1477
62,4820,3,Deposito,59,Muy Bueno,1079
62,4820,3,Deposito,59,Muy Bueno,679
62,4820,3,Deposito,59,Malo,99
62,4820,3,Deposito,59,Malo,991
62,4820,3,Deposito,59,Muy Bueno,807
62,4820,3,Deposito,59,Bueno,950
62,4820,3,Deposito,59,Regular,237
62,4820,3,Deposito,59,Regular,775
62,4820,3,Deposito,59,Muy Malo,575
62,4820,3,Deposito,59,Malo,316
62,4820,3,Deposito,59,Regular,3628
62,4820,3,Deposito,59,Muy Bueno,3635
62,4820,3,Deposito,59,Muy Malo,780
62,4820,3,Deposito,59,Regular,970
62,4820,3,Deposito,59,Muy Malo,1015
62,4820,3,Deposito,59,Malo,2364
62,4820,3,Deposito,59,Bueno,3246
62,4820,3,Deposito,59,Regular,3823
62,4820,3,Deposito,59,Bueno,996
62,4820,3,Deposito,59,Malo,2973
62,4820,3,Deposito,59,Malo,2550
62,4820,3,Deposito,59,Muy Bueno,398
62,4820,3,Deposito,60,Malo,873
62,4820,3,Deposito,60,Regular,1187
62,4820,3,Deposito,60,Muy Malo,107
62,4820,3,Deposito,60,Regular,354
62,4820,3,Deposito,60,Bueno,169
62,4820,3,Deposito,60,Malo,913
62,4820,3,Deposito,60,Bueno,3090
62,4820,3,Deposito,60,Bueno,2609
62,4820,3,Deposito,60,Regular,349
62,4820,3,Deposito,60,Malo,1151
62,4820,3,Deposito,60,Muy Bueno,779
62,4820,3,Deposito,60,Malo,3512
62,4820,3,Deposito,60,Malo,277
62,4820,3,Deposito,60,Regular,2686
62,4820,3,Deposito,60,Regular,1458
62,4820,3,Deposito,60,Muy Malo,756
62,4820,3,Deposito,60,Bueno,918
62,4820,3,Deposito,60,Malo,1663
62,4820,3,Deposito,60,Regular,1678
62,4820,3,Deposito,60,Regular,1711
62,4820,3,Deposito,60,Malo,516
62,4820,3,Deposito,60,Regular,373
62,4820,3,Deposito,60,Bueno,55
62,4820,3,Deposito,60,Malo,2831
62,4820,3,Deposito,61,Muy Bueno,774
62,4820,3,Deposito,61,Muy Bueno,3820
62,4820,3,Deposito,61,Bueno,591
62,4820,3,Deposito,61,Muy Malo,2033
62,4820,3,Deposito,61,Muy Malo,2940
62,4820,3,Deposito,61,Regular,134
62,4820,3,Deposito,61,Bueno,619
62,4820,3,Deposito,61,Malo,143
62,4820,3,Deposito,61,Muy Malo,572
62,4820,3,Deposito,61,Muy Bueno,652
62,4820,3,Deposito,61,Muy Malo,409
62,4820,3,Deposito,61,Bueno,460
62,4820,3,Deposito,61,Regular,1487
62,4820,3,Deposito,61,Muy Bueno,1627
62,4820,3,Deposito,61,Regular,294
62,4820,3,Deposito,61,Muy Bueno,400
62,4820,3,Deposito,61,Muy Malo,3182
62,4820,3,Deposito,61,Muy Bueno,485
62,4820,3,Deposito,61,Regular,2678
62,4820,3,Deposito,61,Malo,3309
62,4820,3,Deposito,61,Bueno,64
62,4820,3,Deposito,61,Malo,290
62,4820,3,Deposito,61,Muy Bueno,2221
62,4820,3,Deposito,61,Malo,186
62,4820,3,Deposito,61,Muy Malo,2377
62,4820,3,Deposito,62,Bueno,2159
62,4820,3,Deposito,62,Muy Bueno,431
62,4820,3,Deposito,62,Muy Malo,3844
62,4820,3,Deposito,62,Malo,428
62,4820,3,Deposito,62,Muy Malo,3762
62,4820,3,Deposito,62,Malo,599
62,4820,3,Deposito,62,Muy Bueno,3660
62,4820,3,Deposito,62,Muy Malo,691
62,4820,3,Deposito,62,Regular,651
62,4820,3,Deposito,62,Muy Malo,201
62,4820,3,Deposito,62,Regular,761
62,4820,3,Deposito,62,Malo,1925
62,4820,3,Deposito,62,Malo,1709
62,4820,3,Deposito,62,Muy Malo,693
62,4820,3,Deposito,62,Regular,344
62,4820,3,Deposito,62,Bueno,271
62,4820,3,Deposito,62,Muy Malo,1777
62,4820,3,Deposito,62,Bueno,805
62,4820,3,Deposito,63,Muy Bueno,20
62,4820,3,Deposito,63,Regular,1232
62,4820,3,Deposito,63,Malo,2880
62,4820,3,Deposito,63,Muy Bueno,824
62,4820,3,Deposito,63,Regular,647
62,4820,3,Deposito,63,Muy Bueno,2063
62,4820,3,Deposito,63,Regular,294
62,4820,3,Deposito,63,Regular,3704
62,4820,3,Deposito,63,Malo,29
62,4820,3,Deposito,63,Malo,2525
